Analog Data (All Points),,,,,,
"Memphis TN, City of - Gayoso+Pump+Station",,,,,,
6 Oct 2025 - 11 Oct 2025,,,,,,

,Channel 1,Channel 2,Channel 3,Channel 4,Channel 5,Channel 6
Date/Time,Flow Rate (GPM),Wet Well Level (Feet),Wet Well Level - Sea Level (Feet),Pump 1 Effluent Flow (GPM),Pump 2 Effluent Flow (GPM),Pump 3 Effluent Flow (GPM)
9 Oct 2025 09:26:28 AM,-287,14.48,209.28,-13,-13,-13
9 Oct 2025 09:24:28 AM,-223,14.48,209.28,-13,-13,-13
9 Oct 2025 09:22:28 AM,-287,14.26,209.21,-13,-13,-13
9 Oct 2025 09:20:28 AM,-223,14.33,209.14,-13,-13,-13
9 Oct 2025 09:18:28 AM,-159,14.26,208.99,-13,-13,-13
9 Oct 2025 09:16:28 AM,-287,13.96,208.92,-13,-13,-13
9 Oct 2025 09:14:28 AM,-287,13.96,208.78,-13,-13,-13
9 Oct 2025 09:12:28 AM,-223,14.03,208.85,-13,-13,-13
9 Oct 2025 09:10:28 AM,-223,14.26,208.99,-13,-13,-13
9 Oct 2025 09:08:28 AM,-223,14.33,209.21,-13,-13,-13
9 Oct 2025 09:06:28 AM,-223,14.18,208.92,-13,-13,-13
9 Oct 2025 09:05:15 AM,"1,688",13.67,208.56,-13,"2,110",-13
9 Oct 2025 09:04:28 AM,"10,031",13.52,208.49,-13,"10,093",-13
9 Oct 2025 09:02:28 AM,"10,286",13.67,208.49,-13,"10,227",-13
9 Oct 2025 09:00:28 AM,"10,350",13.67,208.49,-13,"10,254",-13
9 Oct 2025 08:58:28 AM,"10,477",13.67,208.56,-13,"10,335",-13
9 Oct 2025 08:56:28 AM,"10,541",13.52,208.56,-13,"10,469",-13
9 Oct 2025 08:54:28 AM,"10,477",13.67,208.56,-13,"10,415",-13
9 Oct 2025 08:52:28 AM,"10,732",13.74,208.63,-13,"10,550",-13
9 Oct 2025 08:50:28 AM,"10,795",13.74,208.63,-13,"10,792",-13
9 Oct 2025 08:48:28 AM,"10,859",13.74,208.63,-13,"10,792",-13
9 Oct 2025 08:46:28 AM,"10,923",13.89,208.70,-13,"10,980",-13
9 Oct 2025 08:44:28 AM,"10,923",13.96,208.70,-13,"10,711",-13
9 Oct 2025 08:42:28 AM,"11,114",13.96,208.78,-13,"11,087",-13
9 Oct 2025 08:40:28 AM,"11,178",13.89,208.78,-13,"11,060",-13
9 Oct 2025 08:38:28 AM,"11,050",13.96,208.78,-13,"11,087",-13
9 Oct 2025 08:36:28 AM,"11,369",14.03,208.85,-13,"11,276",-13
9 Oct 2025 08:34:28 AM,"11,369",14.03,208.85,-13,"11,329",-13
9 Oct 2025 08:32:28 AM,"11,687",14.03,208.92,-13,"11,544",-13
9 Oct 2025 08:30:28 AM,"11,942",14.18,208.92,-13,"11,759",-13
9 Oct 2025 08:28:28 AM,"11,878",13.96,208.92,-13,"11,813",-13
9 Oct 2025 08:26:28 AM,"11,942",14.18,208.99,-13,"11,840",-13
9 Oct 2025 08:24:28 AM,"12,069",14.26,209.06,-13,"11,894",-13
9 Oct 2025 08:22:28 AM,"12,069",14.18,209.06,-13,"11,974",-13
9 Oct 2025 08:20:28 AM,"12,388",14.26,209.06,-13,"12,324",-13
9 Oct 2025 08:18:28 AM,"12,388",14.33,209.14,-13,"12,216",-13
9 Oct 2025 08:16:28 AM,"12,197",14.18,209.14,-13,"12,216",-13
9 Oct 2025 08:14:28 AM,"12,388",14.33,209.06,-13,"12,297",-13
9 Oct 2025 08:12:28 AM,"12,069",14.26,208.99,-13,"11,974",-13
9 Oct 2025 08:10:28 AM,"11,942",14.18,208.99,-13,"11,840",-13
9 Oct 2025 08:08:28 AM,"12,770",14.33,209.21,-13,"12,646",-13
9 Oct 2025 08:07:35 AM,-223,14.62,209.50,-13,-13,-13
9 Oct 2025 08:06:28 AM,-223,14.62,209.42,-13,-13,-13
9 Oct 2025 08:04:28 AM,-287,14.48,209.42,-13,-13,-13
9 Oct 2025 08:02:28 AM,-287,14.55,209.35,-13,-13,-13
9 Oct 2025 08:00:28 AM,-350,14.48,209.35,-13,-13,-13
